140	526	526	526	526
141	1	1	1	1
142	1	1	1	1
143	8431	1609	8431	1615
144	164	61	164	54
145	2	1	2	2
146	24	22	24	8
147	1	1	1	1
148	122	40	122	70
149	1	1	1	1
150	52	35	52	9
151	21	19	21	16
152	136	132	136	9
153	8	8	8	7
154	21	21	21	5
155	1	1	1	1
156	38	29	38	6
157	15	12	15	10
158	1	1	1	1
159	5	2	5	5
160	1010	297	1010	85
161	1	1	1	1
162	36	29	36	3
163	127	31	127	30
164	1	1	1	1
165	4	4	4	1
166	161	8	161	161
167	184	14	184	40
168	39	7	39	16
169	17	17	17	2
170	4	4	4	1
171	56	10	56	36
172	13	13	13	1
173	17	17	17	11
174	46	13	46	29
175	7	7	7	1
176	40	16	40	7
177	1	1	1	1
178	172	51	172	7
179	1	1	1	1
180	2468	2468	2468	685
181	1	1	1	1
182	1	1	1	1
183	36	18	36	30
184	137	135	137	129
185	25	6	25	20
186	4	4	4	4
187	40	37	40	9
188	476	476	476	7
189	111	110	111	35
190	1286	187	1286	94
191	6	6	6	2
192	2320	746	2320	5
193	1938	86	1938	608
194	32	26	32	20
195	689	355	689	20
196	5	1	5	5
197	28	4	28	27
198	1	1	1	1
199	532	73	532	264
200	1537	80	1537	1107
201	15	13	15	5
202	9	2	9	9
203	131	111	131	113
204	1900	425	1900	487
205	1	1	1	1
206	18	4	18	16
207	190	162	190	61
208	39	9	39	28
209	15	12	15	12
210	114	31	114	66
211	27	27	27	25
212	21	6	21	6
213	65	14	65	63
214	20	17	20	9
215	6	6	6	6
216	609	65	609	15
217	19	6	19	6
218	14	14	14	1
219	7	2	7	7
220	1	1	1	1
221	3	3	3	3
222	115	9	115	115
223	8	8	8	1
224	1	1	1	1
225	445	21	445	93
226	15	5	15	6
227	13	9	13	8
228	2	2	2	2
229	361	41	361	58
230	3	2	3	3
231	53	39	53	8
232	246	180	246	31
233	610	610	610	86
234	4	4	4	3
235	13	13	13	6
236	8	5	8	6
237	8	4	8	7
238	79	55	79	3
239	2	2	2	2
240	51	3	51	33
241	1260	896	1260	264
242	2622	581	2622	122
243	3	3	3	3
244	23	7	23	8
245	69	69	69	2
246	2269	7	2269	746
247	7	7	7	3
248	738	711	738	12
249	17	9	17	16
250	42	5	42	42
251	121	8	121	111
252	3	3	3	3
253	4	4	4	3
254	19	2	19	19
255	41	35	41	14
256	17	9	17	6
257	38	1	38	38
258	19	5	19	19
259	177	40	177	14
260	11	3	11	11
261	464	11	464	464
262	15	15	15	15
263	4	2	4	4
264	3	2	3	3
265	348	344	348	253
266	7	6	7	7
267	5	3	5	5
268	92	6	92	88
269	2331	1552	2331	74
270	14	5	14	14
271	166	120	166	126
272	2	2	2	2
273	5	5	5	5
274	1	1	1	1
275	2	2	2	2
276	2	2	2	1
277	169	50	169	58
278	10	1	10	10
279	15	15	15	15
280	1039	959	1039	207
281	1	1	1	1
282	370	370	370	1
283	37	23	37	9
284	39	28	39	15
285	251	235	251	116
286	14	12	14	11
287	2	2	2	2
288	31	9	31	28
289	5	3	5	5
290	1	1	1	1
291	6	4	6	4
292	8	7	8	4
293	78	53	78	14
294	77	76	77	5
295	4	4	4	1
296	2245	626	2245	24
297	2	2	2	2
298	1086	963	1086	45
299	8	8	8	5
300	12	10	12	4
301	3	3	3	3
302	329	64	329	322
303	7	7	7	7
304	64	55	64	21
305	1	1	1	1
306	151	151	151	1
307	2	2	2	2
308	153	122	153	120
309	133	95	133	37
310	427	395	427	385
311	355	171	355	117
312	36	11	36	36
313	25	5	25	24
314	562	17	562	67
315	4	3	4	3
316	2130	57	2130	209
317	19	2	19	19
318	181	181	181	2
319	1278	263	1278	905
320	2	2	2	2
321	5	2	5	5
322	212	47	212	27
323	12	2	12	12
324	95	27	95	79
325	2	2	2	1
326	715	329	715	48
327	381	57	381	41
328	21	5	21	9
329	721	24	721	535
330	1772	463	1772	105
331	19	8	19	8
332	69	67	69	3
333	424	66	424	129
334	221	1	221	221
335	56	33	56	45
336	1568	1119	1568	83
337	100	12	100	12
338	1	1	1	1
339	16	16	16	2
340	36	8	36	20
341	131	114	131	3
342	1	1	1	1
343	2	1	2	2
344	5	5	5	1
345	78	58	78	46
346	389	389	389	1
347	6	1	6	6
348	30	29	30	16
349	69	9	69	34
350	3	3	3	1
351	9	9	9	5
352	298	178	298	6
353	125	6	125	119
354	574	137	574	574
355	1061	220	1061	978
356	114	73	114	18
357	3	3	3	3
358	1	1	1	1
359	1	1	1	1
360	360	360	360	6
361	28	26	28	28
362	4	3	4	3
363	70	38	70	28
364	1	1	1	1
365	4	4	4	1
366	30	17	30	19
367	8	8	8	7
368	2732	1458	2732	141
369	39	15	39	15
370	7	4	7	2
371	5	1	5	5
372	21	20	21	5
373	1	1	1	1
374	6	6	6	5
375	39	39	39	4
376	652	56	652	43
377	4	3	4	3
378	5	4	5	3
379	12	7	12	7
380	15	3	15	15
381	2262	745	2262	7
382	850	812	850	275
383	1	1	1	1
384	2785	140	2785	256
385	160	160	160	1
386	32	5	32	20
387	2265	744	2265	6
388	190	155	190	76
389	1	1	1	1
390	259	3	259	131
391	1	1	1	1
392	21	21	21	6
393	22	20	22	17
394	332	233	332	48
395	96	96	96	38
396	113	24	113	92
397	17	13	17	9
398	28	8	28	23
399	4	4	4	1
400	14	1	14	14
401	12	12	12	2
402	215	28	215	48
403	35	19	35	23
404	8	3	8	8
405	12	10	12	12
406	1	1	1	1
407	75	5	75	64
408	7	6	7	2
409	6	1	6	6
410	180	169	180	170
411	2	2	2	2
412	12	10	12	7
413	3	3	3	3
414	31	18	31	6
415	5	1	5	5
416	787	656	787	334
417	21	16	21	20
418	9	9	9	3
419	65	61	65	4
420	7	7	7	5
421	5186	2864	5186	911
422	20	9	20	17
423	3	3	3	3
424	15	2	15	15
425	1151	1127	1151	13
426	1	1	1	1
427	1	1	1	1
428	206	36	206	103
429	2073	77	2073	1640
430	7	7	7	1
431	1	1	1	1
432	111	32	111	110
433	29	18	29	25
434	4	4	4	4
435	1	1	1	1
436	601	495	601	151
437	2	1	2	2
438	163	30	163	162
439	7	1	7	7
440	250	154	250	152
441	75	3	75	72
442	312	184	312	221
443	17	5	17	5
444	256	131	256	3
445	182	180	182	3
446	1	1	1	1
447	1	1	1	1
448	641	89	641	20
449	2	2	2	1
450	260	19	260	207
451	6	5	6	4
452	20	5	20	20
453	72	57	72	61
454	3	1	3	3
455	31	23	31	14
456	271	188	271	86
457	2	2	2	2
458	70	14	70	46
459	928	566	928	122
460	25	23	25	8
461	1276	388	1276	922
462	420	259	420	175
463	21	15	21	14
464	1	1	1	1
465	14	14	14	8
466	3	2	3	3
467	173	39	173	14
468	22	3	22	22
469	144	119	144	106
470	1327	91	1327	187
471	34	33	34	14
472	3795	120	3795	121
473	5	2	5	5
474	208	134	208	21
475	328	42	328	227
476	49	49	49	2
477	475	166	475	167
478	12	11	12	12
479	117	117	117	6
480	18	11	18	13
481	37	34	37	30
482	28	25	28	17
483	25	19	25	5
484	750	287	750	66
485	296	202	296	296
486	5	2	5	5
487	1	1	1	1
488	789	789	789	1
489	16	7	16	6
490	7	7	7	7
491	157	134	157	21
492	2	2	2	2
493	125	4	125	125
494	260	217	260	60
495	3310	1009	3310	235
496	5	5	5	5
497	8	8	8	1
498	112	105	112	9
499	6	5	6	2
500	73	34	73	38
501	1	1	1	1
502	1	1	1	1
503	6	6	6	2
504	8	7	8	4
505	5	5	5	2
506	6	6	6	2
507	2	1	2	2
508	11547	153	11547	4120
509	23	15	23	20
510	2	2	2	1
511	807	344	807	670
512	119	1	119	119
513	36	28	36	14
514	785	785	785	1
515	80	36	80	34
516	5858	1063	5858	312
517	1	1	1	1
518	45	3	45	20
519	32	25	32	8
520	2835	259	2835	140
521	6	4	6	3
522	107	46	107	73
523	7	4	7	6
524	10	8	10	8
525	19	18	19	3
526	64	64	64	1
527	98	15	98	83
528	1	1	1	1
529	31	19	31	30
530	2655	119	2655	120
531	1	1	1	1
532	11	8	11	8
533	30	13	30	21
534	31	25	31	13
535	133	40	133	93
536	596	107	596	33
537	101	7	101	55
538	4	4	4	2
539	15	9	15	6
540	17	14	17	13
541	3	1	3	3
542	61	59	61	13
543	627	88	627	20
544	36	30	36	7
545	51	51	51	5
546	11	4	11	10
547	4	4	4	4
548	747	82	747	87
549	20	15	20	18
550	4	3	4	3
551	6	6	6	1
552	1	1	1	1
553	195	72	195	55
554	3	3	3	1
555	2	2	2	2
556	85	85	85	10
557	1	1	1	1
558	57	51	57	14
559	104	96	104	24
560	5	3	5	5
561	4	4	4	3
562	32	32	32	8
563	4	4	4	4
564	2	2	2	2
565	11636	4145	11636	152
566	3	3	3	2
567	100	39	100	15
568	8	5	8	8
569	2	2	2	2
570	37	25	37	14
571	414	215	414	342
572	19	2	19	18
573	697	241	697	511
574	1	1	1	1
575	32	21	32	4
576	1	1	1	1
577	788	788	788	1
578	351	5	351	346
579	1092	66	1092	58
580	14	4	14	14
581	15	15	15	10
582	134	3	134	111
583	1156	13	1156	1140
584	1	1	1	1
585	2	2	2	2
586	5	1	5	5
587	54	21	54	20
588	697	697	697	186
589	6278	2330	6278	1621
590	51	3	51	51
591	449	263	449	267
592	1	1	1	1
593	1	1	1	1
594	46	2	46	46
595	1929	610	1929	87
596	11	6	11	8
597	2337	74	2337	1550
598	36	34	36	3
599	4	3	4	3
600	411	411	411	1
601	190	190	190	4
602	5	3	5	2
603	1	1	1	1
604	104	99	104	58
605	18	4	18	12
606	23	12	23	21
607	73	63	73	6
608	1	1	1	1
609	1	1	1	1
610	2	2	2	1
611	137	126	137	2
612	316	233	316	182
613	6	3	6	6
614	179	168	179	29
615	2	2	2	2
616	1	1	1	1
617	6	4	6	4
618	11	10	11	9
619	728	552	728	24
620	2	1	2	2
621	4	3	4	3
622	814	58	814	58
623	459	459	459	459
624	12166	404	12166	3313
625	118	102	118	24
626	8	8	8	5
627	179	4	179	123
628	29	8	29	29
629	128	10	128	124
630	5	3	5	5
631	280	85	280	194
632	5	5	5	4
633	5	2	5	5
634	146	70	146	5
635	1138	43	1138	135
636	8	5	8	7
637	456	456	456	6
638	4	3	4	4
639	12	12	12	1
640	10	6	10	6
641	1	1	1	1
642	169	60	169	56
643	1	1	1	1
644	11	8	11	10
645	42	2	42	42
646	4	4	4	3
647	7	6	7	6
648	2671	102	2671	1519
649	25	6	25	17
650	57	26	57	21
651	26	5	26	25
652	7	7	7	1
653	622	89	622	20
654	77	69	77	71
655	98	85	98	17
656	9	9	9	6
657	9	7	9	7
658	12	12	12	3
659	12	12	12	4
660	6	4	6	6
661	2	2	2	2
662	1	1	1	1
663	33	13	33	26
664	5	2	5	5
665	3500	51	3500	969
666	6	4	6	6
667	26	13	26	23
668	215	215	215	3
669	1	1	1	1
670	8	7	8	3
671	7	5	7	5
672	7	7	7	3
673	46	46	46	1
674	3	3	3	3
675	43	7	43	33
676	2	2	2	2
677	10	2	10	10
678	4	3	4	4
679	8	8	8	4
680	85	11	85	85
681	10	8	10	7
682	1	1	1	1
683	2	2	2	1
684	2909	2760	2909	4
685	1	1	1	1
686	158	157	158	31
687	2	2	2	2
688	1	1	1	1
689	24	19	24	6
690	52	46	52	29
691	20	20	20	2
692	43	4	43	39
693	142	111	142	3
694	16	16	16	4
695	2	1	2	2
696	18	11	18	18
697	1	1	1	1
698	23	5	23	23
699	360	171	360	122
700	856	475	856	21
701	4	4	4	4
702	65	23	65	25
703	5	5	5	5
704	1	1	1	1
705	256	211	256	18
706	4	4	4	1
707	2	2	2	1
708	19	12	19	19
709	2	1	2	2
710	19	2	19	19
711	1	1	1	1
712	734	47	734	331
713	3	2	3	3
714	43	41	43	4
715	62	18	62	56
716	69	9	69	12
717	56	15	56	52
718	5	5	5	1
719	13	5	13	11
720	12	2	12	12
721	5945	4926	5945	2
722	1	1	1	1
723	429	9	429	429
724	17	8	17	14
725	331	251	331	326
726	170	7	170	49
727	783	594	783	38
728	3	3	3	2
729	28	17	28	26
730	11	6	11	11
731	2	2	2	2
732	2	2	2	1
733	109	109	109	8
734	643	337	643	112
735	9	9	9	6
736	95	23	95	78
737	12	12	12	11
738	199	27	199	196
739	1	1	1	1
740	29	29	29	4
741	26	5	26	25
742	2	2	2	2
743	6	6	6	2
744	52	5	52	32
745	6041	41	6041	1278
746	21	6	21	6
747	2	2	2	2
748	2407	1666	2407	61
749	573	65	573	16
750	2	2	2	2
751	9466	1784	9466	2054
752	2	2	2	1
753	7	6	7	3
754	66	11	66	49
755	4	3	4	3
756	15	6	15	15
757	5	5	5	4
758	4	3	4	3
759	8	1	8	8
760	14	9	14	4
761	344	22	344	29
762	4	3	4	3
763	8	7	8	6
764	12	1	12	12
765	254	235	254	11
766	101	94	101	92
767	2	2	2	1
768	25	9	25	22
769	49	49	49	3
770	2	2	2	1
771	1	1	1	1
772	7	7	7	5
773	113	28	113	95
774	209	98	209	179
775	16	10	16	11
776	14	10	14	12
777	11	11	11	1
778	167	7	167	50
779	171	51	171	21
780	63	47	63	54
781	307	53	307	237
782	1	1	1	1
783	14	14	14	10
784	10	7	10	6
785	2	2	2	2
786	490	41	490	175
787	2	2	2	2
788	349	116	349	169
789	35	20	35	33
790	70	52	70	11
791	121	22	121	113
792	494	23	494	117
793	676	112	676	355
794	1	1	1	1
795	16	6	16	7
796	61	58	61	4
797	19	19	19	12
798	120	69	120	30
799	178	50	178	7
800	269	250	269	11
801	259	58	259	215
802	409	391	409	6
803	311	309	311	281
804	4	1	4	4
805	2226	138	2226	822
806	40	32	40	39
807	1	1	1	1
808	3	2	3	3
809	34	26	34	18
810	126	48	126	4
811	19	19	19	11
812	1	1	1	1
813	6	6	6	3
814	2592	123	2592	587
815	46	37	46	8
816	1	1	1	1
817	12	9	12	11
818	35	32	35	20
819	34	14	34	26
820	3	3	3	2
821	9	7	9	3
822	3	2	3	3
823	8	8	8	1
824	1	1	1	1
825	1	1	1	1
826	816	23	816	310
827	1	1	1	1
828	6	3	6	6
829	1	1	1	1
830	77	16	77	55
831	37	16	37	25
832	775	775	775	1
833	3	3	3	3
834	102	18	102	18
835	1	1	1	1
836	26	26	26	3
837	1	1	1	1
838	721	712	721	122
839	40	5	40	40
840	28	18	28	10
841	4	3	4	4
842	191	76	191	156
843	5	3	5	5
844	7268	1862	7268	123
845	760	193	760	41
846	1	1	1	1
847	8	7	8	8
848	7	5	7	5
849	26	3	26	26
850	4	3	4	4
851	3	1	3	3
852	3	3	3	3
853	5680	433	5680	2446
854	123	115	123	23
855	4	1	4	4
856	2649	1515	2649	102
857	1	1	1	1
858	664	43	664	55
859	194	5	194	49
860	137	105	137	96
861	243	21	243	218
862	39	39	39	2
863	278	66	278	153
864	160	160	160	8
865	2	2	2	2
866	497	80	497	77
867	20	20	20	12
868	122	122	122	1
869	4	4	4	4
870	192	190	192	27
871	28	6	28	10
872	411	1	411	411
873	5	4	5	5
874	1	1	1	1
875	5694	2429	5694	437
876	158	151	158	9
877	537	262	537	73
878	1	1	1	1
879	133	2	133	122
880	547	265	547	73
881	1	1	1	1
882	4	2	4	4
883	53	53	53	3
884	38	38	38	13
885	21	5	21	16
886	26	21	26	18
887	3472	967	3472	52
888	25	2	25	25
889	1	1	1	1
890	490	116	490	22
891	61	52	61	6
892	2030	1610	2030	78
893	5	1	5	5
894	3	2	3	3
895	93	56	93	7
896	37	13	37	37
897	1	1	1	1
898	760	23	760	443
899	5	3	5	5
900	46	8	46	34
901	49	49	49	1
902	1210	1210	1210	6
903	10	7	10	6
904	61	56	61	31
905	31	6	31	31
906	4	4	4	4
907	3	3	3	3
908	116	18	116	75
909	142	130	142	115
910	2055	777	2055	766
911	9	8	9	2
912	41	2	41	41
913	60	58	60	4
914	2	2	2	2
915	30	21	30	15
916	48	8	48	35
917	18	16	18	7
918	2	2	2	1
919	2	2	2	2
920	8	6	8	6
921	8	8	8	8
922	69	12	69	9
923	1285	925	1285	383
924	30	26	30	10
925	552	495	552	232
926	688	94	688	188
927	47	18	47	44
928	17	10	17	17
929	3	3	3	3
930	25	10	25	17
931	41	36	41	7
932	3	3	3	3
933	417	4	417	410
934	27	4	27	27
935	2570	1634	2570	58
936	156	23	156	53
937	2	2	2	2
938	123	5	123	47
939	2	2	2	1
940	17	12	17	11
941	4	4	4	2
942	20	20	20	5
943	18	14	18	10
944	2	2	2	1
945	11	6	11	11
946	475	475	475	3
947	352	29	352	22
948	476	476	476	11
949	13	9	13	13
950	103	87	103	25
951	16	14	16	8
952	1	1	1	1
953	172	60	172	58
954	264	227	264	21
955	1	1	1	1
956	1	1	1	1
957	17	8	17	7
958	144	17	144	144
959	4	4	4	4
960	220	220	220	3
961	31	25	31	28
962	6	5	6	2
963	67	16	67	59
964	2	1	2	2
965	181	181	181	180
966	44	1	44	44
967	12	12	12	10
968	909	122	909	554
969	717	252	717	251
970	187	136	187	25
971	859	274	859	822
972	20	6	20	14
973	1404	649	1404	647
974	62	56	62	5
975	14	13	14	10
976	782	782	782	1
977	2	2	2	1
978	291	6	291	174
979	2	2	2	2
980	12	3	12	12
981	141	141	141	19
982	50	47	50	13
983	246	30	246	147
984	10	5	10	5
985	17	14	17	14
986	80	45	80	51
987	29	26	29	19
988	74	74	74	2
989	345	337	345	5
990	20	13	20	19
991	978	675	978	229
992	8	3	8	8
993	179	50	179	7
994	5	2	5	5
995	20	19	20	14
996	68	29	68	65
997	1	1	1	1
998	2	2	2	1
999	5	5	5	3
1000	2	2	2	2
1001	535	56	535	12
1002	13	3	13	12
1003	33	6	33	19
1004	707	164	707	258
1005	225	225	225	1
1006	1	1	1	1
1007	81	80	81	7
1008	1908	504	1908	425
1009	32	26	32	18
1010	3	3	3	2
1011	305	305	305	196
1012	16	10	16	2
1013	607	67	607	17
1014	3311	233	3311	1021
1015	5	4	5	4
1016	51	4	51	51
1017	1	1	1	1
1018	26	8	26	9
1019	10	3	10	10
1020	1	1	1	1
1021	4	4	4	4
1022	14	9	14	12
1023	102	6	102	81
1024	8	8	8	7
1025	1	1	1	1
1026	42	16	42	29
1027	21	1	21	21
1028	192	49	192	5
1029	22	5	22	16
1030	1	1	1	1
1031	32	9	32	30
1032	17	6	17	7
1033	2	2	2	2
1034	37	2	37	36
1035	29	9	29	27
1036	2	2	2	1
1037	34	33	34	27
1038	17	17	17	4
1039	96	39	96	96
1040	4	2	4	4
1041	10	10	10	4
1042	181	173	181	171
1043	1	1	1	1
1044	852	773	852	362
1045	234	2	234	230
1046	2	2	2	2
1047	8	8	8	2
1048	3	3	3	3
1049	29	14	29	25
1050	32	29	32	9
1051	1	1	1	1
1052	135	96	135	102
1053	3740	2441	3740	784
1054	2	2	2	2
1055	2	2	2	1
1056	4	2	4	4
1057	100	81	100	25
1058	2640	514	2640	1962
1059	19	19	19	19
1060	3	3	3	2
1061	4	4	4	2
1062	27	27	27	17
1063	67	51	67	17
1064	65	32	65	9
1065	3	2	3	3
1066	1	1	1	1
1067	8	3	8	7
1068	3	3	3	2
1069	2	1	2	2
1070	1	1	1	1
1071	29	29	29	1
1072	2	1	2	2
1073	3	2	3	3
1074	79	74	79	5
1075	53	33	53	3
1076	3	3	3	3
1077	1	1	1	1
1078	13	1	13	13
1079	1153	136	1153	43
1080	336	329	336	62
1081	41	35	41	3
1082	9	1	9	9
1083	1	1	1	1
1084	8	3	8	6
1085	5	2	5	5
1086	19	19	19	19
1087	1	1	1	1
1088	6094	1288	6094	41
1089	40	9	40	35
1090	101	3	101	42
1091	8	4	8	2
1092	48	46	48	7
1093	98	13	98	40
1094	6	3	6	6
1095	77	10	77	74
1096	12893	1311	12893	171
1097	10	8	10	3
1098	3	3	3	3
1099	24	24	24	6
1100	4	4	4	4
1101	6	4	6	3
1102	1	1	1	1
1103	330	6	330	273
1104	456	94	456	21
1105	101	43	101	3
1106	20	9	20	8
1107	2	2	2	1
1108	90	18	90	82
1109	6	5	6	4
1110	4	3	4	4
1111	9465	239	9465	1587
1112	17	7	17	8
1113	14	11	14	5
1114	5	5	5	5
1115	1	1	1	1
1116	12	1	12	12
1117	58	12	58	55
1118	1	1	1	1
1119	64	59	64	16
1120	73	22	73	50
1121	1	1	1	1
1122	15998	2335	15998	2342
1123	386	386	386	59
1124	210	45	210	116
1125	12	12	12	7
1126	2	2	2	2
1127	4	2	4	2
1128	760	440	760	23
1129	26	24	26	19
1130	4	4	4	3
1131	2	2	2	1
1132	46	22	46	3
1133	175	7	175	50
1134	7	5	7	7
1135	28	28	28	1
1136	11	8	11	9
1137	285	197	285	6
1138	3721	3721	3721	2
1139	154	9	154	147
1140	8	8	8	1
1141	3	3	3	2
1142	12175	3337	12175	404
1143	9	9	9	4
1144	748	645	748	70
1145	147	111	147	122
1146	61	51	61	32
1147	2485	680	2485	2485
1148	2	1	2	2
1149	109	9	109	101
1150	48	15	48	34
1151	5	1	5	5
1152	1	1	1	1
1153	10	10	10	6
1154	10	9	10	5
1155	9	9	9	5
1156	127	48	127	5
1157	280	21	280	113
1158	21	21	21	7
1159	27	26	27	3
1160	59	58	59	14
1161	77	3	77	50
1162	1	1	1	1
1163	4	4	4	3
1164	5204	885	5204	2893
1165	27	20	27	6
1166	2	2	2	1
1167	1	1	1	1
1168	982	229	982	693
1169	1	1	1	1
1170	58	50	58	13
1171	384	301	384	47
1172	18	4	18	18
1173	62	37	62	6
1174	20	18	20	2
1175	9	8	9	9
1176	21	18	21	19
1177	411	166	411	262
1178	2	1	2	2
1179	68	65	68	31
1180	335	56	335	179
1181	4	2	4	4
1182	13	7	13	6
1183	533	533	533	533
1184	22	15	22	6
1185	23	23	23	3
1186	5	4	5	5
1187	2	2	2	2
1188	2	2	2	2
1189	3	3	3	3
1190	1	1	1	1
1191	4	4	4	1
1192	16	12	16	12
1193	7	1	7	7
1194	423	423	423	9
1195	3	3	3	3
1196	27	16	27	2
1197	3	3	3	3
1198	37	37	37	5
1199	14	12	14	3
1200	87	40	87	85
1201	2997	1133	2997	1640
1202	2	2	2	2
1203	198	198	198	2
1204	8	8	8	1
1205	2	2	2	2
1206	1	1	1	1
1207	2257	25	2257	627
1208	45	28	45	13
1209	3	3	3	3
1210	25	16	25	24
1211	3	3	3	2
1212	5	4	5	5
1213	232	226	232	2
1214	124	114	124	8
1215	156	156	156	1
1216	5	2	5	5
1217	1	1	1	1
1218	421	130	421	66
1219	3	2	3	3
1220	5	4	5	4
1221	4	2	4	4
1222	21	21	21	1
1223	1	1	1	1
1224	1	1	1	1
1225	7	1	7	7
1226	9494	2046	9494	1784
1227	966	22	966	70
1228	8	5	8	8
1229	2	1	2	2
1230	2	2	2	2
1231	1	1	1	1
1232	4	4	4	2
1233	2	2	2	2
1234	1	1	1	1
1235	8	5	8	7
1236	19	5	19	19
1237	11	11	11	4
1238	121	47	121	4
1239	2	2	2	2
1240	3	3	3	2
1241	217	69	217	176
1242	18	17	18	11
1243	85	64	85	21
1244	538	73	538	268
1245	363	121	363	177
1246	296	226	296	55
1247	4	2	4	4
1248	10	10	10	1
1249	188	31	188	176
1250	1	1	1	1
1251	21	8	21	8
1252	4	4	4	4
1253	5	5	5	2
1254	4	4	4	4
1255	376	376	376	1
1256	2	2	2	1
1257	298	6	298	199
1258	5	5	5	3
1259	756	12	756	732
1260	394	332	394	214
1261	3	3	3	1
1262	1	1	1	1
1263	2728	141	2728	1476
1264	1	1	1	1
1265	1	1	1	1
1266	7	7	7	7
1267	335	273	335	7
1268	24	10	24	6
1269	4	4	4	2
1270	80	75	80	10
1271	1	1	1	1
1272	1	1	1	1
1273	1070	59	1070	66
1274	84	26	84	26
1275	603	148	603	498
1276	2	1	2	2
1277	17	2	17	10
1278	1511	631	1511	638
1279	94	92	94	46
1280	38	14	38	4
1281	6	5	6	6
1282	345	130	345	95
1283	7	1	7	7
1284	37	37	37	5
1285	5	5	5	5
1286	236	174	236	173
1287	1	1	1	1
1288	10	6	10	9
1289	1	1	1	1
1290	1	1	1	1
1291	750	41	750	184
1292	55	55	55	1
1293	14	10	14	9
1294	3	2	3	3
1295	6	5	6	2
1296	6196	1615	6196	2308
1297	17	12	17	10
1298	149	149	149	1
1299	8	5	8	8
1300	4	3	4	4
1301	25	25	25	1
1302	2	1	2	2
1303	2	2	2	2
1304	3	2	3	3
1305	3	3	3	3
1306	7	5	7	7
1307	92	85	92	16
1308	24	20	24	23
1309	7	6	7	6
1310	1	1	1	1
1311	7	7	7	2
1312	15	9	15	15
1313	4	4	4	3
1314	4	3	4	4
1315	61	61	61	1
1316	125	125	125	1
1317	148	148	148	20
1318	5	5	5	4
1319	52	52	52	1
1320	46	31	46	10
1321	662	497	662	244
1322	17	4	17	17
1323	19	6	19	17
1324	1	1	1	1
1325	7	6	7	5
1326	1	1	1	1
1327	225	183	225	43
1328	749	64	749	290
1329	2	2	2	2
1330	183	40	183	14
1331	141	30	141	130
1332	11	11	11	1
1333	1	1	1	1
1334	1429	1342	1429	5
1335	15	5	15	11
1336	1	1	1	1
1337	2	2	2	1
1338	31	31	31	29
1339	396	61	396	396
